hostname,planet_count,min_period,max_period,min_distance,max_distance,discovery_year,system_distance,ra,dec
Kepler-1328,1,4.52158888,4.52158888,0.052,0.052,2016,813.543,284.6753857,44.4177225
Kepler-1329,1,9.33646594,9.33646594,0.0747,0.0747,2016,588.037,281.6476437,48.2709523
Kepler-1330,1,10.10769068,10.10769068,0.0889,0.0889,2016,1720.48,290.5767116,39.9568913
Kepler-1331,1,0.789161653,0.789161653,0.0142,0.0142,2016,319.197,297.0737928,41.2244613
Kepler-1332,1,11.87456832,11.87456832,0.09915,0.09915,2016,528.685,291.0286411,43.9137055
Kepler-1333,1,109.6471842,109.6471842,0.4382,0.4382,2016,932.446,293.5275797,41.111394
Kepler-1334,1,15.64591713,15.64591713,0.1229,0.1229,2016,1223.04,289.311532,51.3209059
Kepler-1335,1,6.26406846,6.26406846,0.0615,0.0615,2016,621.853,284.8384394,42.0703371
Kepler-1337,1,24.4002549,24.4002549,0.1441,0.1441,2016,601.629,287.0091176,46.7961229
Kepler-1338,1,0.935118057,0.935118057,0.01937,0.01937,2016,753.26,284.0422701,41.6990348
Kepler-1339,1,1.341555127,1.341555127,0.02356,0.02356,2016,371.049,283.7457695,48.373469
Kepler-1340,1,0.665026916,0.665026916,0.01523,0.01523,2016,981.779,296.2328099,42.4727965
Kepler-1341,1,132.9968322,132.9968322,0.47267,0.47267,2016,476.957,280.5116813,44.1593503
Kepler-1342,1,2.215710358,2.215710358,0.0313,0.0313,2016,890.724,297.0200549,43.4325382
Kepler-1343,1,3.35183158,3.35183158,0.0449,0.0449,2016,1756.71,294.294483,50.725385
Kepler-1344,1,4.7683049,4.7683049,0.05501,0.05501,2016,853.959,287.0862799,46.9457998
Kepler-1345,1,44.6169557,44.6169557,0.26412,0.26412,2016,1355.02,292.4779428,46.022821
Kepler-1346,1,3.40165668,3.40165668,0.044,0.044,2016,843.701,291.841341,45.179185
Kepler-1347,1,14.00947528,14.00947528,0.104,0.104,2016,321.0,299.6595903,40.8438526
Kepler-1348,1,27.5722742,27.5722742,0.1834,0.1834,2016,1213.82,292.0874126,49.788709
Kepler-1349,1,2.12823928,2.12823928,0.03421,0.03421,2016,276.323,286.3385562,48.7442697
Kepler-1351,1,0.916140768,0.916140768,0.0156,0.0156,2016,202.782,293.6084289,42.1978746
Kepler-1352,1,1.877882748,1.877882748,0.02883,0.02883,2016,670.829,290.6937988,48.7014417
Kepler-1353,1,24.7543966,24.7543966,0.153,0.153,2016,593.384,295.7353911,42.5762317
Kepler-1354,1,76.613377,76.613377,0.3521,0.3521,2016,1119.45,291.2451266,37.7590079
Kepler-1355,1,1.289588112,1.289588112,0.0224,0.0224,2016,911.269,283.7414249,49.0679833
Kepler-1356,1,0.634002937,0.634002937,0.0136,0.0136,2016,845.228,290.9953825,43.2438792
Kepler-1357,1,3.0091324,3.0091324,0.041,0.041,2016,1015.69,291.5480665,50.3532584
Kepler-1358,1,7.06317341,7.06317341,0.0656,0.0656,2016,546.998,286.1705469,43.0089
Kepler-1359,1,59.4970952,59.4970952,0.26657,0.26657,2016,614.859,289.538818,41.8928154
Kepler-1360,1,40.5286413,40.5286413,0.2866,0.2866,2016,1516.27,300.3440482,45.6231826
Kepler-1361,1,3.57554956,3.57554956,0.04304,0.04304,2016,389.143,283.5653603,46.9042278
Kepler-1362,1,136.205626,136.205626,0.4626,0.4626,2016,731.298,288.5385574,40.8771276
Kepler-1363,1,2.94194094,2.94194094,0.0363,0.0363,2016,541.714,296.9964872,49.2563228
Kepler-1364,1,13.32196237,13.32196237,0.1284,0.1284,2016,1056.9,295.1521334,49.5876179
Kepler-1366,1,2.164570968,2.164570968,0.0273,0.0273,2016,465.826,285.0648845,41.5548464
Kepler-1367,1,1.574090272,1.574090272,0.0236,0.0236,2016,401.484,288.4166786,47.8787308
Kepler-1368,1,0.675649486,0.675649486,0.0153,0.0153,2016,1635.82,294.7669795,41.6446434
Kepler-1369,1,25.873148,25.873148,0.1741,0.1741,2016,1236.56,285.7972604,40.9361923
Kepler-1372,1,1.311555568,1.311555568,0.024,0.024,2016,1303.22,288.8865895,44.8394672
Kepler-1373,1,1.29123275,1.29123275,0.02598,0.02598,2016,1699.46,285.7520229,39.2491731
Kepler-1374,1,10.65276707,10.65276707,0.0918,0.0918,2016,1078.46,291.3499783,45.1722521
Kepler-1375,1,3.3004192,3.3004192,0.0471,0.0471,2016,1430.84,296.2935173,43.4032189
Kepler-1376,1,5.30880656,5.30880656,0.0598,0.0598,2016,868.056,286.9584368,42.541409
Kepler-1377,1,0.740928422,0.740928422,0.0153,0.0153,2016,1146.1,289.1954229,46.6516055
Kepler-1378,1,11.95398936,11.95398936,0.0885,0.0885,2016,506.434,297.373403,40.3663986
Kepler-1379,1,0.881841146,0.881841146,0.0171,0.0171,2016,971.325,293.6704404,41.4102105
Kepler-1380,1,10.3108245,10.3108245,0.0917,0.0917,2016,2462.94,288.1160421,42.4403832
Kepler-1381,1,25.3842686,25.3842686,0.1728,0.1728,2016,1197.04,287.5357911,48.727783
Kepler-1382,1,16.3583055,16.3583055,0.14023,0.14023,2016,738.261,295.3774182,39.0480365
Kepler-1383,1,13.9093583,13.9093583,0.11397,0.11397,2016,1027.21,297.9447714,42.1918449
Kepler-1384,1,15.36262753,15.36262753,0.1126,0.1126,2016,618.0,296.2151275,39.5270248
Kepler-1385,1,2.88879862,2.88879862,0.04262,0.04262,2016,688.795,282.6313559,46.481022
Kepler-1386,1,6.73972381,6.73972381,0.068,0.068,2016,835.882,280.8233646,42.6360518
Kepler-1387,1,2.279526656,2.279526656,0.031,0.031,2016,455.358,292.4403029,43.2093456
Kepler-1389,1,99.2530951,99.2530951,0.38249,0.38249,2016,497.093,285.7174414,44.7583487
Kepler-1390,1,6.48021673,6.48021673,0.0662,0.0662,2016,723.431,298.6624419,48.2488659
Kepler-1391,1,54.4092333,54.4092333,0.30045,0.30045,2016,1038.35,294.8309749,46.6595768
Kepler-1392,1,15.1410397,15.1410397,0.1189,0.1189,2016,1117.0,288.7669819,46.3944497
Kepler-1393,1,2.44357812,2.44357812,0.0337,0.0337,2016,544.456,284.4594558,40.1424756
Kepler-1394,1,3.93766373,3.93766373,0.05474,0.05474,2016,640.409,283.4532068,45.0840729
Kepler-1395,1,3.78470649,3.78470649,0.04974,0.04974,2016,492.894,292.3374945,47.6641732
Kepler-1396,1,18.2206421,18.2206421,0.1406,0.1406,2016,1066.46,294.3363936,44.9182296
Kepler-1397,1,47.449955,47.449955,0.25861,0.25861,2016,1198.25,299.6758812,47.0758234
Kepler-1399,1,1.638653058,1.638653058,0.0276,0.0276,2016,1385.7,293.3116962,46.0416516
Kepler-14,1,6.790123,6.790123,0.0771,0.0771,2011,798.0,287.708814,47.33305
Kepler-1400,1,9.06689421,9.06689421,0.0771,0.0771,2016,752.237,286.2716827,45.4408055
Kepler-1401,1,11.20066445,11.20066445,0.0975,0.0975,2016,1425.43,287.4660334,40.75842
Kepler-1402,1,2.03387914,2.03387914,0.0322,0.0322,2016,1493.64,291.8478341,48.9681664
Kepler-1403,1,5.19492202,5.19492202,0.064,0.064,2016,2163.9,290.8676391,38.9600779
Kepler-1404,1,15.9314739,15.9314739,0.1143,0.1143,2016,962.183,296.0094827,50.4983929
Kepler-1405,1,28.2274184,28.2274184,0.1778,0.1778,2016,1530.3,295.6848822,39.2561274
Kepler-1406,1,11.62905828,11.62905828,0.0987,0.0987,2016,572.403,292.0818824,38.9149472
Kepler-1407,1,20.0711504,20.0711504,0.1502,0.1502,2016,1396.41,283.9424274,41.4715535
Kepler-1408,1,2.99793191,2.99793191,0.04218,0.04218,2016,535.048,282.6998783,45.4257884
Kepler-1409,1,0.764864926,0.764864926,0.01553,0.01553,2016,694.89,290.0847389,51.2086144
Kepler-1410,1,60.866168,60.866168,0.2543,0.2543,2016,367.0,290.5102933,38.743501
Kepler-1411,1,86.1150888,86.1150888,0.4001,0.4001,2016,1660.48,286.3615236,42.9638889
Kepler-1412,1,3.6146051,3.6146051,0.04608,0.04608,2016,755.678,292.1801539,49.202481
Kepler-1413,1,13.1829642,13.1829642,0.1066,0.1066,2016,1167.49,294.3416065,46.4987624
Kepler-1414,1,3.51576315,3.51576315,0.0426,0.0426,2016,570.835,284.9285796,42.4223085
Kepler-1415,1,0.63642408,0.63642408,0.01416,0.01416,2016,1043.56,285.1568015,47.8732512
Kepler-1416,1,1.49514952,1.49514952,0.0257,0.0257,2016,949.59,298.6634624,43.8940593
Kepler-1417,1,20.3505213,20.3505213,0.14062,0.14062,2016,991.845,290.9498966,40.605197
Kepler-1418,1,22.4764425,22.4764425,0.131,0.131,2016,499.0,282.9975322,41.67859
Kepler-1419,1,42.5215895,42.5215895,0.2391,0.2391,2016,1498.58,292.2545917,37.971376
Kepler-1420,1,6.69960006,6.69960006,0.0671,0.0671,2016,1054.37,296.2038586,42.7778165
Kepler-1421,1,6.9131112,6.9131112,0.07576,0.07576,2016,783.401,286.5806115,48.5442312
Kepler-1422,1,18.6051942,18.6051942,0.1499,0.1499,2016,2465.84,293.8902214,48.3360926
Kepler-1423,1,23.955378,23.955378,0.1586,0.1586,2016,449.0,288.2437481,41.1100655
Kepler-1424,1,29.6091744,29.6091744,0.19068,0.19068,2016,661.421,290.9916648,40.2293347
Kepler-1425,1,14.4541302,14.4541302,0.11435,0.11435,2016,863.873,294.9510368,43.0124348
Kepler-1426,1,14.2563227,14.2563227,0.1187,0.1187,2016,1697.81,292.5457096,49.4168981
Kepler-1427,1,0.968972376,0.968972376,0.0197,0.0197,2016,1220.0,295.3496546,45.1145372
Kepler-1428,1,10.67607169,10.67607169,0.11051,0.11051,2016,1530.32,297.6422563,49.594958
Kepler-1429,1,4.48487493,4.48487493,0.055,0.055,2016,1214.09,285.3662532,49.0448172
Kepler-1430,1,2.46050993,2.46050993,0.0304,0.0304,2016,875.523,289.6975391,43.3719581
Kepler-1431,1,5.86601526,5.86601526,0.0648,0.0648,2016,1623.24,292.6583919,49.8651522
Kepler-1432,1,23.9109011,23.9109011,0.1696,0.1696,2016,2171.87,295.5241011,49.8295211
Kepler-1433,1,4.13592271,4.13592271,0.0516,0.0516,2016,1328.0,287.3634559,49.4568649
Kepler-1434,1,8.05333618,8.05333618,0.0917,0.0917,2016,775.529,295.5384415,51.2030002
Kepler-1435,1,4.45343281,4.45343281,0.05456,0.05456,2016,704.211,291.1732806,44.9210836
Kepler-1436,1,9.705716,9.705716,0.0907,0.0907,2016,2530.62,297.711553,46.7679816
Kepler-1437,1,10.9295461,10.9295461,0.0951,0.0951,2016,2101.69,291.8649164,49.325869
Kepler-1438,1,2.31942009,2.31942009,0.0346,0.0346,2016,1154.13,289.289819,40.6816262
Kepler-1439,1,8.07392849,8.07392849,0.0594,0.0594,2016,225.393,285.7396971,40.9798688
Kepler-1440,1,39.859484,39.859484,0.23431,0.23431,2016,1115.35,285.3469737,48.3122283
Kepler-1441,1,39.4419839,39.4419839,0.2346,0.2346,2016,1110.48,293.7191177,43.1245756
Kepler-1442,1,81.4162941,81.4162941,0.40814,0.40814,2016,608.68,291.2556226,48.8469171
Kepler-1443,1,2.41811321,2.41811321,0.03783,0.03783,2016,593.646,283.4357392,47.0667983
Kepler-1444,1,33.42035034,33.42035034,0.20906,0.20906,2016,319.675,285.3306799,42.0405016
Kepler-1445,1,10.60052251,10.60052251,0.09587,0.09587,2016,506.357,280.2495197,43.9150665
Kepler-1446,1,0.689967832,0.689967832,0.01405,0.01405,2016,152.075,289.4240357,46.7260823
Kepler-1447,1,56.6747285,56.6747285,0.2836,0.2836,2016,890.296,289.6434285,50.727016
Kepler-1448,1,12.27065865,12.27065865,0.1058,0.1058,2016,768.903,287.8674123,50.5955846
Kepler-1449,1,13.2274528,13.2274528,0.1176,0.1176,2016,2006.48,288.2317293,50.5678345
Kepler-1450,1,54.5094166,54.5094166,0.2401,0.2401,2016,505.829,294.5536825,45.0813011
Kepler-1451,1,35.622233,35.622233,0.2101,0.2101,2016,1058.72,293.4464227,40.4098813
Kepler-1452,1,42.913751,42.913751,0.25764,0.25764,2016,996.32,292.422792,38.2662824
Kepler-1453,1,47.1611696,47.1611696,0.262,0.262,2016,1196.04,286.1255037,47.9475586
Kepler-1454,1,47.0319479,47.0319479,0.2447,0.2447,2016,780.566,284.2233265,48.8317229
Kepler-1455,1,49.276764,49.276764,0.2149,0.2149,2016,357.621,294.0830662,50.5027572
Kepler-1456,1,18.1373829,18.1373829,0.1132,0.1132,2016,370.312,286.9453381,43.8228023
Kepler-1457,1,51.1110243,51.1110243,0.26391,0.26391,2016,889.885,283.7705481,42.027203
Kepler-1458,1,47.9872764,47.9872764,0.24869,0.24869,2016,544.45,283.2115971,41.0380135
Kepler-1459,1,62.8691611,62.8691611,0.2829,0.2829,2016,455.479,282.4229401,46.0139761
Kepler-1460,1,29.9633247,29.9633247,0.1614,0.1614,2016,553.218,285.5577888,44.0108221
Kepler-1461,1,29.3494775,29.3494775,0.1715,0.1715,2016,679.106,285.8305091,43.198377
Kepler-1462,1,65.6488341,65.6488341,0.3094,0.3094,2016,1017.82,296.397542,42.3969273
Kepler-1463,1,25.15864,25.15864,0.1694,0.1694,2016,1687.47,294.4872785,42.0069064
Kepler-1465,1,31.8277111,31.8277111,0.1939,0.1939,2016,359.497,289.8194222,51.9048541
Kepler-1466,1,31.1750448,31.1750448,0.17981,0.17981,2016,631.949,289.8312418,44.6098415
Kepler-1467,1,47.0569043,47.0569043,0.2388,0.2388,2016,852.888,295.0485389,45.3426781
Kepler-1469,1,21.8635301,21.8635301,0.1466,0.1466,2016,1159.3,293.8213286,39.3913385
Kepler-1470,1,16.2950903,16.2950903,0.116,0.116,2016,590.601,288.6949475,39.8830802
Kepler-1472,1,38.1312831,38.1312831,0.2322,0.2322,2016,1479.14,294.8526163,49.0574468
Kepler-1473,1,14.4273551,14.4273551,0.11606,0.11606,2016,652.253,290.6365144,48.9961494
Kepler-1474,1,36.4333452,36.4333452,0.2108,0.2108,2016,1180.9,294.6940261,45.866809
Kepler-1475,1,82.177374,82.177374,0.373,0.373,2016,1568.38,295.9482766,44.753096
Kepler-1476,1,10.35863224,10.35863224,0.0932,0.0932,2016,1002.74,284.5320743,43.9898971
Kepler-1477,1,11.55530021,11.55530021,0.0911,0.0911,2016,680.828,281.2985305,42.6856727
Kepler-1478,1,26.0840594,26.0840594,0.1681,0.1681,2016,1845.58,293.1650085,41.746184
Kepler-1479,1,14.53261362,14.53261362,0.11341,0.11341,2016,728.668,285.7119953,49.7067574
Kepler-1480,1,22.12679948,22.12679948,0.1525,0.1525,2016,500.892,291.9998055,49.3018321
Kepler-1481,1,5.94220998,5.94220998,0.059,0.059,2016,459.076,289.4390075,49.7312226
Kepler-1482,1,12.25383217,12.25383217,0.09968,0.09968,2016,567.556,285.3138209,48.72527
Kepler-1483,1,9.5085156,9.5085156,0.0958,0.0958,2016,1273.78,295.4097409,42.1507935
Kepler-1484,1,30.4549136,30.4549136,0.1939,0.1939,2016,2879.83,292.6842738,38.1262604
Kepler-1485,1,19.9157725,19.9157725,0.14732,0.14732,2016,615.66,298.0954404,44.7370612
Kepler-1486,1,54.6495759,54.6495759,0.2846,0.2846,2016,1769.14,290.5903907,45.4396955
Kepler-1489,1,82.294751,82.294751,0.3679,0.3679,2016,1283.05,281.2957984,44.4654063
Kepler-1490,1,92.4362973,92.4362973,0.3729,0.3729,2016,862.92,295.6935734,42.6094543
Kepler-1492,1,16.75255007,16.75255007,0.1262,0.1262,2016,331.553,288.5970695,41.0363254
Kepler-1493,1,15.0217983,15.0217983,0.1197,0.1197,2016,555.051,288.5493683,38.5651973
Kepler-1494,1,91.080482,91.080482,0.3982,0.3982,2016,1285.48,282.6573891,43.1625334
Kepler-1495,1,85.273256,85.273256,0.3677,0.3677,2016,1355.54,286.1306907,38.7795494
Kepler-1496,1,64.6588017,64.6588017,0.3211,0.3211,2016,1307.66,293.9739359,45.3507167
Kepler-1497,1,8.74199772,8.74199772,0.0817,0.0817,2016,1122.0,296.196155,45.6343124
Kepler-1498,1,48.051405,48.051405,0.2528,0.2528,2016,740.0,284.7780883,44.9167513
Kepler-1499,1,44.2008,44.2008,0.23225,0.23225,2016,309.869,283.986348,41.6505091
Kepler-15,1,4.942782,4.942782,0.05714,0.05714,2011,739.412,296.2005506,49.1400304
Kepler-1500,1,15.0330105,15.0330105,0.1236,0.1236,2016,1217.82,288.883474,39.7446547
Kepler-1501,1,14.5564533,14.5564533,0.11592,0.11592,2016,749.06,289.918589,42.001428
Kepler-1502,1,41.7083629,41.7083629,0.2482,0.2482,2016,1514.02,296.1079271,39.3199201
Kepler-1503,1,96.16987,96.16987,0.3771,0.3771,2016,1225.57,293.7271604,42.8067119
Kepler-1504,1,82.304003,82.304003,0.3704,0.3704,2016,2435.94,289.7119947,50.1282265
Kepler-1505,1,30.8609366,30.8609366,0.18298,0.18298,2016,495.148,292.0020614,41.7869639
Kepler-1506,1,14.0329154,14.0329154,0.1168,0.1168,2016,2366.02,290.1498822,41.4645625
Kepler-1507,1,16.0506213,16.0506213,0.11946,0.11946,2016,320.478,288.5616269,46.5361247
Kepler-1508,1,20.7056504,20.7056504,0.1629,0.1629,2016,1260.28,298.1188802,40.3750316
Kepler-1509,1,25.4338197,25.4338197,0.1707,0.1707,2016,2002.96,283.7977792,46.9310139
Kepler-1510,1,84.703921,84.703921,0.4089,0.4089,2016,1696.25,298.9591432,48.2578295
Kepler-1511,1,23.2382792,23.2382792,0.1753,0.1753,2016,1475.6,288.4211892,43.179773
Kepler-1512,1,20.35972599,20.35972599,0.13693,0.13693,2016,162.0,289.2744976,44.4704056
Kepler-1513,1,160.8842,160.8842,0.56971,0.56971,2016,349.247,289.7917561,39.2852655
Kepler-1515,1,214.3114164,214.3114164,0.75235,0.75235,2016,539.321,290.9739057,48.1782059
Kepler-1516,1,7.25931979,7.25931979,0.0718,0.0718,2016,1358.95,291.4945795,44.5234227
Kepler-1517,1,5.546083665,5.546083665,0.078,0.078,2016,847.299,287.8072115,43.1888008
Kepler-1519,1,240.7989397,240.7989397,0.7655,0.7655,2016,1441.63,296.6679448,49.4617774
Kepler-1520,1,0.653553572,0.653553572,0.0129,0.0129,2016,607.917,290.9662102,51.5047656
Kepler-1521,1,47.14840805,47.14840805,0.23476,0.23476,2016,206.983,292.6903779,37.8350549
Kepler-1522,1,1.847889171,1.847889171,0.0288,0.0288,2016,814.125,289.8432347,52.0702094
Kepler-1523,1,0.93875077,0.93875077,0.01867,0.01867,2016,865.596,296.0540705,45.8270447
Kepler-1524,1,70.9674603,70.9674603,0.3392,0.3392,2016,381.773,293.8853557,39.5198348
Kepler-1525,1,2.416601183,2.416601183,0.03557,0.03557,2016,382.989,290.5594479,49.9428629
Kepler-1526,1,3.908632005,3.908632005,0.0418,0.0418,2016,555.574,285.1197266,38.8664618
Kepler-1527,1,160.129918,160.129918,0.6276,0.6276,2016,1842.13,297.4144457,46.0608077
Kepler-1528,1,1.791110205,1.791110205,0.0296,0.0296,2016,817.534,287.4029864,46.5740084
Kepler-1529,1,5.33905686,5.33905686,0.0525,0.0525,2016,661.014,289.8707469,41.0407482
Kepler-1531,1,1.138543376,1.138543376,0.02204,0.02204,2016,666.334,285.146622,39.3708055
Kepler-1532,1,1.093663559,1.093663559,0.0206,0.0206,2016,798.246,296.902784,41.1981424
Kepler-1533,1,308.5471,308.5471,0.93416,0.93416,2016,966.801,295.9755645,44.7133739
Kepler-1534,1,5.71668872,5.71668872,0.0599,0.0599,2016,1107.0,292.395373,43.8691326
Kepler-1535,1,138.9442,138.9442,0.5329,0.5329,2016,897.733,286.613685,38.8919507
Kepler-1536,1,364.758031,364.758031,0.8507,0.8507,2016,387.248,291.5852554,45.7158742
Kepler-1537,1,1.444453798,1.444453798,0.0245,0.0245,2016,517.292,294.3853917,43.8254461
Kepler-1538,1,175.138819,175.138819,0.6095,0.6095,2016,1125.3,283.345611,45.2743573
Kepler-1539,1,133.3036741,133.3036741,0.4765,0.4765,2016,748.326,284.2194566,44.2685146
Kepler-1540,1,125.4131177,125.4131177,0.4426,0.4426,2016,244.96,283.3445555,41.2017544
Kepler-1541,1,8.40691199,8.40691199,0.07555,0.07555,2016,416.692,283.7870875,48.0296019
Kepler-1543,1,6.96710269,6.96710269,0.0867,0.0867,2016,921.784,297.1242915,47.0369876
Kepler-1544,1,168.811174,168.811174,0.54465,0.54465,2016,335.09,297.2852168,49.2124526
Kepler-1545,1,163.692349,163.692349,0.5442,0.5442,2016,729.964,298.8988313,47.4630696
Kepler-1546,1,19.5974971,19.5974971,0.1366,0.1366,2016,931.956,297.5839183,41.5411993
Kepler-1547,1,0.692979676,0.692979676,0.01556,0.01556,2016,674.695,283.7640396,42.2220992
Kepler-1548,1,124.828679,124.828679,0.4679,0.4679,2016,872.279,287.4711817,46.0805706
Kepler-1549,1,214.886545,214.886545,0.6687,0.6687,2016,803.052,286.0524399,39.0960281
Kepler-1550,1,225.582809,225.582809,0.7681,0.7681,2016,1179.01,287.7646113,38.2947076
Kepler-1551,1,24.4973698,24.4973698,0.1772,0.1772,2016,1463.72,295.7855238,39.9078956
Kepler-1552,1,184.771853,184.771853,0.6011,0.6011,2016,769.096,291.6768669,38.8749152
Kepler-1553,1,4.24261881,4.24261881,0.0481,0.0481,2016,692.594,291.9191348,39.0221769
Kepler-1554,1,198.088774,198.088774,0.59527,0.59527,2016,946.847,286.576016,41.7415762
Kepler-1555,1,8.10501635,8.10501635,0.0805,0.0805,2016,2013.27,287.6354587,45.7160327
Kepler-1556,1,8.82713457,8.82713457,0.0829,0.0829,2016,944.54,288.3969751,40.2131892
Kepler-1557,1,3.74032496,3.74032496,0.049,0.049,2016,1380.16,293.8813592,46.8388172
Kepler-1558,1,3.50470358,3.50470358,0.04278,0.04278,2016,325.737,286.8194349,46.9117837
Kepler-1559,1,0.971915428,0.971915428,0.01835,0.01835,2016,614.827,292.2866565,42.0725948
Kepler-1560,1,3.03195744,3.03195744,0.04175,0.04175,2016,502.497,292.7846013,43.21601
Kepler-1561,1,1.005207007,1.005207007,0.0194,0.0194,2016,839.076,296.9235822,43.5664628
Kepler-1562,1,64.2737752,64.2737752,0.3308,0.3308,2016,2060.72,294.4556567,46.7435353
Kepler-1563,1,3.43276598,3.43276598,0.0442,0.0442,2016,616.697,288.5735936,51.4727698
Kepler-1564,1,18.0540381,18.0540381,0.1327,0.1327,2016,908.805,290.5861316,46.6427486
Kepler-1565,1,1.538188437,1.538188437,0.0241,0.0241,2016,629.93,297.9529793,40.8067876
Kepler-1566,1,0.539915238,0.539915238,0.01198,0.01198,2016,466.586,283.5875459,40.5749018
Kepler-1567,1,153.979578,153.979578,0.552,0.552,2016,1206.11,286.695153,40.2918894
Kepler-1568,1,20.925392,20.925392,0.15157,0.15157,2016,916.313,289.1826808,47.8733301
Kepler-1569,1,5.79180156,5.79180156,0.06669,0.06669,2016,945.454,292.2046748,37.2212065
Kepler-1570,1,26.548955,26.548955,0.16699,0.16699,2016,918.995,299.8617842,45.8274232
Kepler-1571,1,3.38555488,3.38555488,0.04287,0.04287,2016,675.303,300.9354067,45.5964836
Kepler-1572,1,5.49548621,5.49548621,0.05838,0.05838,2016,946.602,281.8973341,46.7227061
Kepler-1573,1,2.6157554,2.6157554,0.0364,0.0364,2016,1455.36,292.9883129,49.4849664
Kepler-1574,1,6.9424334,6.9424334,0.0743,0.0743,2016,1384.16,292.1586689,49.6377914
Kepler-1575,1,2.55314213,2.55314213,0.0366,0.0366,2016,1246.92,293.7432102,45.7615507
Kepler-1576,1,6.98471973,6.98471973,0.07211,0.07211,2016,460.91,289.0739641,40.3660239
Kepler-1577,1,6.30560247,6.30560247,0.0657,0.0657,2016,510.029,292.9552704,47.5730433
Kepler-1578,1,1.450886907,1.450886907,0.0252,0.0252,2016,1064.05,288.3021104,47.7756227
Kepler-1579,1,0.849907889,0.849907889,0.014,0.014,2016,466.0,293.288022,43.5149061
Kepler-1580,1,56.6449279,56.6449279,0.33571,0.33571,2016,1002.02,285.9687099,41.3635264
Kepler-1581,1,6.28385491,6.28385491,0.06865,0.06865,2016,493.175,287.3713199,39.6036225
Kepler-1582,1,4.83817712,4.83817712,0.0316,0.0316,2016,78.8906,289.3765441,41.1580845
Kepler-1583,1,9.32807355,9.32807355,0.08307,0.08307,2016,403.933,286.3869335,47.0165188
